Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2016,GLOW ENERGY PUBLIC COMPANY LIMITED,Thailand,Production of electricity by hydro,-247.41%,-991.30%,-3633057279,-3348789709,-854008,-44562563,-10457348,-166801,-542,-228416948,190639,0.00%
2016,CAPITAL POWER CORP,Canada,Production of electricity by hydro,-291.93%,-1327.37%,-2642553005,-2546390241,-859075,-33488121,-7907824,-178189,-25097,-54152896,448438,0.00%
2016,DRAX GROUP PLC,United Kingdom,Production of electricity by hydro,-40.19%,-3887.05%,-1465458821,-1375287337,-507125,-18328033,-4312377,-74831,-126000,-67262383,439264,2.00%
2016,ZORLU ENERJI AS,Turkey,Production of electricity by hydro,-192.90%,-1107.93%,-654742839,-326874613,-76559,-4346956,-1018758,-13814,-11004,-322406774,5639,0.00%
2016,SNAM SPA,Italy,Production of electricity by petroleum and other oil derivatives,-16.51%,-30.61%,-435720286,-425067084,-117949,-5420826,-1277215,-18207,-864326,-2959951,5273,3.00%
2016,ITALGAS SPA,Italy,Production of electricity by petroleum and other oil derivatives,-14.69%,-46.54%,-163062901,-156392020,-43018,-1976248,-466078,-6551,-363563,-3813026,-2397,3.00%
2016,ENGIE BRASIL ENERGIA SA,Brazil,Production of electricity by solar photovoltaic,-24.66%,-65.81%,-488063366,-461599926,-730881,-1802310,-740158,-31690,-  ,-23158401,-  ,0.00%
2016,CPFL ENERGIAS RENOVAVEIS SA,Brazil,Production of electricity by solar photovoltaic,-7.72%,-26.71%,-39024488,-38178044,-8731,-507755,-119042,-1589,-  ,-209328,-  ,0.00%
2016,EDP RENOVAVEIS,Spain,Production of electricity by solar photovoltaic,-0.21%,-0.71%,-3725071,-3378628,-761,-45314,-10453,-140,-22,-289750,-3,1.00%
2016,INFIGEN ENERGY,Australia,Production of electricity by solar photovoltaic,-0.69%,-1.74%,-859477,-840913,-280,-10560,-2504,-39,-852,-4403,73,14.00%
2016,ENDESA SA,Spain,Production of electricity nec,-915.90%,-10305.22%,-1.80298E+11,-10311500591,-2964153,-103962509,-24303756,-427339,-17613633,-1.69837E+11,40484,2.00%
2016,DUKE ENERGY CORP,United States,Production of electricity nec,-344.38%,-1468.92%,-78323032419,-28360258321,-7380291,-372288098,-87250845,-1248093,-3439242,-49492850825,1683296,1.00%
2016,ELECTRICITE DE FRANCE,France,Production of electricity nec,-77.24%,-2523.85%,-58032284374,-12567462720,-3689758,-167905427,-39444036,-597090,-  ,-45255018897,1833552,0.00%
2016,RWE AG,Germany,Production of electricity nec,-116.51%,N/A,-53593459904,-52505898805,-12114041,-636376705,-148958908,-2104739,-24298249,-261972992,-1735464,15.00%
2016,TATA POWER COMPANY LIMITED,India,Production of electricity nec,-726.72%,-4831.32%,-39952258745,-10212887422,-2717522,-134337866,-31446916,-466894,-1981727,-29569552865,1132468,2.00%
2016,ENGIE SA,France,Production of electricity nec,-46.47%,-774.69%,-32674640369,-31970536306,-9847169,-422378973,-99542963,-1514102,-  ,-175039412,4218556,0.00%
2016,SOUTHERN CO,United States,Production of electricity nec,-153.70%,-604.69%,-30579317372,-29920385742,-7356000,-393803118,-92251543,-1283775,-3008713,-162211773,983292,2.00%
2016,FIRSTENERGY CORPORATION,United States,Production of electricity nec,-159.13%,-905.53%,-23172635359,-20050145534,-5171525,-263229889,-61711081,-876301,-2202094,-2790318615,1019682,2.00%
2016,KANSAI ELECTRIC POWER COMPANY  INCORPORATED (THE),Japan,Production of electricity nec,-74.51%,-942.20%,-20733637927,-20286207315,-4593816,-261473268,-61271461,-826948,-4354744,-114504483,-405891,5.00%
2016,HK ELECTRIC INVESTMENTS LIMITED,Hong Kong,Production of electricity nec,-1385.93%,-3039.61%,-20411153086,-5452639242,-962763,-48244440,-11017390,-169840,-15188438,-14881667195,-1263779,16.00%
2016,CHUBU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-79.16%,-792.79%,-19368293155,-18945238304,-4316149,-244750211,-57352338,-776126,-3829017,-111751037,-279973,5.00%
2016,NEXTERA ENERGY INC,United States,Production of electricity nec,-100.48%,-410.83%,-15771709689,-14369547081,-3357528,-187929985,-43948090,-601616,-2373580,-1164088098,136290,3.00%
2016,PGE POLSKA GRUPA ENERGETYCZNA SA,Poland,Production of electricity nec,-231.61%,-1588.88%,-15584095251,-15241887096,-4270449,-202363218,-47572425,-696019,-31094,-88735594,1460644,0.00%
2016,XCEL ENERGY INC.,United States,Production of electricity nec,-130.85%,-653.57%,-14529634230,-14217920366,-3763430,-186032786,-43645704,-624973,-1679222,-76746732,778984,3.00%
2016,TOHOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-74.28%,-820.29%,-13343618803,-13048542270,-3088397,-168233737,-39438410,-543489,-2811463,-80983251,22213,5.00%
2016,CHUGOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-118.60%,-2920.28%,-12520686508,-12252369345,-2891298,-159938021,-37493587,-513438,-1652291,-65927013,98483,3.00%
2016,AGL ENERGY LTD,Australia,Production of electricity nec,-153.66%,-1450.77%,-12407024566,-9470097420,-3882010,-122461052,-29136683,-504110,-55798,-2783292690,2405198,0.00%
2016,DTE ENERGY COMPANY,United States,Production of electricity nec,-102.04%,-701.86%,-10956100122,-10062802347,-2736407,-130126879,-30567823,-439298,-1623670,-728225361,421664,3.00%
2016,WEC ENERGY GROUP INC,United States,Production of electricity nec,-145.16%,-643.49%,-10846594853,-10269825505,-2501187,-134835931,-31622805,-437672,-1129976,-406497258,255481,2.00%
2016,PG&E CORPORATION,United States,Production of electricity nec,-57.80%,-469.04%,-10210912280,-2148284645,-429179,-24358450,-5684671,-78233,-2671488,-8029153598,-252017,5.00%
2016,PPL CORP,United States,Production of electricity nec,-128.10%,-315.92%,-9629248073,-8822674530,-2270082,-115674947,-27105485,-385611,-1136736,-660458167,457486,3.00%
2016,CEZ A.S,Czech Republic,Production of electricity nec,-121.55%,-877.83%,-9588386906,-9380124172,-2147330,-124729290,-29240924,-391957,-128278,-51631374,6419,0.00%
2016,VEOLIA ENVIRONNEMENT SA,France,Production of electricity nec,-35.86%,-533.00%,-9229001617,-8412165975,-2760935,-110521697,-26104553,-406846,-  ,-678312338,1270729,0.00%
2016,TENAGA NASIONAL BERHAD,Malaysia,Production of electricity nec,-90.14%,-477.26%,-8950130862,-8714611742,-2102666,-115185204,-26984484,-386916,-879868,-90298631,318648,2.00%
2016,EMERA INC.,Canada,Production of electricity nec,-253.81%,-1955.91%,-8093995292,-5932342074,-2061496,-73970710,-17557113,-397928,-994686,-2067263873,592588,4.00%
2016,AMEREN CORPORATION,United States,Production of electricity nec,-131.62%,-579.09%,-7997278516,-7482330246,-2155205,-96583085,-22749912,-331807,-918825,-392602097,392662,4.00%
2016,PUBLIC POWER CORPORATION SA,Greece,Production of electricity nec,-134.64%,-1534.63%,-7418149520,-7256997848,-2290376,-96984639,-22805555,-358205,-  ,-40096536,1383638,0.00%
2016,TOKYO ELECTRIC POWER COMPANY INCORPORATED (THE),Japan,Production of electricity nec,-14.08%,-229.63%,-7327241994,-7184678650,-1645550,-80258418,-18758231,-276188,-8143483,-32974135,-507340,5.00%
2016,ALLIANT ENERGY CORPORATION,United States,Production of electricity nec,-199.19%,-1060.83%,-6613236217,-6116468247,-1528021,-80372186,-18851888,-262006,-502057,-395420507,168694,2.00%
2016,EXELON CORPORATION,United States,Production of electricity nec,-19.94%,-197.91%,-6254042415,-6125360641,-1306368,-74475998,-17236224,-236776,-4742321,-30305199,-378888,17.00%
2016,HOKURIKU ELECTRIC POWER COMPANY,Japan,Production of electricity nec,-124.23%,-1774.48%,-5799273924,-5675115504,-1375421,-74002636,-17361148,-239606,-730599,-30527567,78557,3.00%
2016,EDP - ENERGIAS DE PORTUGAL S.A.,Portugal,Production of electricity nec,-37.65%,-319.24%,-5798507147,-5302049562,-1494981,-70304082,-16534928,-242035,-  ,-408380778,499219,0.00%
2016,OGE ENERGY CORPORATION,United States,Production of electricity nec,-242.41%,-1088.14%,-5476607746,-5358079249,-1273490,-70982567,-16621781,-228255,-341641,-29226764,146001,2.00%
2016,HOKKAIDO ELECTRIC POWER COMPANY INCORPORATED,Japan,Production of electricity nec,-87.46%,-1469.39%,-5428961403,-5310655781,-1519542,-68350321,-16085900,-239313,-971475,-31552359,413289,4.00%
2016,SHIKOKU ELECTRIC POWER CO INC,Japan,Production of electricity nec,-96.17%,-2546.18%,-5391673294,-5273967624,-1269957,-68552313,-16071897,-222809,-877431,-30799262,88001,4.00%
2016,PUBLIC SERVICE ENTERPRISE GROUP INC.,United States,Production of electricity nec,-49.71%,-285.78%,-4503846101,-4319875293,-1081642,-55377986,-12938949,-184015,-1370222,-113132437,114444,7.00%
2016,CMS ENERGY CORPORATION,United States,Production of electricity nec,-60.84%,-300.16%,-3893011377,-3753236611,-994746,-49129161,-11461858,-171071,-967669,-77463795,413536,7.00%
2016,NISOURCE INC.,United States,Production of electricity nec,-82.62%,-433.00%,-3711660948,-3631670890,-926298,-47747038,-11154609,-161585,-679365,-19611490,290328,5.00%
2016,YTL CORPORATION BERHAD,Malaysia,Production of electricity nec,-103.82%,-727.32%,-3559656762,-3482771328,-789470,-45896563,-10755894,-148037,-303834,-18962516,-29120,2.00%
2016,YTL POWER INTERNATIONAL BERHAD,Malaysia,Production of electricity nec,-155.01%,-1239.60%,-3540988445,-3464386867,-787860,-45790552,-10732699,-146241,-202428,-18922134,-19664,1.00%
2016,EDISON INTERNATIONAL,United States,Production of electricity nec,-28.38%,-159.40%,-3368206003,-1619497579,-325007,-18877200,-4340196,-59591,-1794854,-1723144469,-167108,12.00%
2016,FORTIS INC.,Canada,Production of electricity nec,-59.34%,-273.62%,-3025610171,-2944055135,-922137,-36526988,-8505016,-338906,-1590289,-34379320,707619,13.00%
2016,PINNACLE WEST CAPITAL CORPORATION,United States,Production of electricity nec,-86.34%,-364.10%,-3020176714,-2955070731,-750363,-38870903,-9082381,-131115,-528961,-15968312,226053,5.00%
2016,SUEZ SA,France,Production of electricity nec,-14.23%,-237.67%,-2301103502,-2251028444,-560412,-30093971,-7053887,-98849,-  ,-12402852,134912,0.00%
2016,SEMPRA ENERGY,United States,Production of electricity nec,-19.33%,-124.58%,-1972079145,-1844945711,-383683,-22252833,-5143563,-70163,-1542615,-97599346,-141231,17.00%
2016,"PNM RESOURCES,INC.",United States,Production of electricity nec,-131.53%,-609.42%,-1792608898,-1753734886,-502829,-23310636,-5455700,-83532,-206100,-9591426,276210,3.00%
2016,"IDACORP,INC.",United States,Production of electricity nec,-121.63%,-564.26%,-1533237173,-1500444229,-359748,-19529718,-4580199,-62099,-190633,-8054412,-16135,3.00%
2016,NORTHWESTERN CORPORATION,United States,Production of electricity nec,-105.17%,-537.61%,-1322239166,-1293959446,-365317,-16858310,-3957775,-58518,-190123,-6959286,109609,3.00%
2016,"MGE ENERGY,INC.",United States,Production of electricity nec,-159.97%,-679.61%,-871455532,-852616179,-206596,-11272457,-2638001,-36752,-82377,-4638373,35204,3.00%
2016,OTTER TAIL CORPORATION,United States,Production of electricity nec,-101.03%,-730.73%,-811833579,-794317166,-198782,-10465246,-2446474,-34926,-121513,-4301401,51929,5.00%
2016,HAWAIIAN ELECTRIC INDUSTRIES INCORPORATION,United States,Production of electricity nec,-30.97%,-211.73%,-737184886,-721908984,-373589,-9004478,-2129014,-45831,-360007,-3742595,379613,11.00%
2016,EL PASO ELECTRIC COMPANY,United States,Production of electricity nec,-82.08%,-373.60%,-728003340,-652059162,-169786,-8570108,-2001316,-29408,-134124,-65102270,62833,4.00%
2016,ENERGA SPOLKA AKCYJNA,Poland,Production of electricity nec,-28.56%,-281.80%,-696555401,-679794618,-216177,-8934256,-2108398,-32406,-11269,-5550561,92284,0.00%
2016,VERBUND AG,Austria,Production of electricity nec,-16.36%,-82.53%,-482702550,-399507812,-97106,-5326901,-1249002,-17223,-  ,-76519759,15254,0.00%
2016,CONTACT ENERGY LTD,New Zealand,Production of electricity nec,-24.29%,-188.32%,-366339783,-303392354,-86052,-3926233,-917399,-16304,-133646,-57916196,48400,9.00%
2016,MERCURY NZ LTD,New Zealand,Production of electricity nec,-10.94%,-55.00%,-119265516,-103117632,-35635,-1292772,-300849,-6950,-96635,-14450040,34997,11.00%
2016,"REN - REDES ENERGETICAS NACIONAIS,SGPS,S.A.",Portugal,Production of electricity nec,-5.63%,-15.97%,-43873728,-42922103,-9816,-570849,-133834,-1786,-  ,-235339,-  ,0.00%
2016,TAURON POLSKA ENERGIA SA,Poland,Production of electricity nec,87.48%,970.76%,3697347119,3620007425,594652,48281851,11280839,132608,-19532,16643004,426273,0.00%
2016,GRUPO TELEVISA S.A.B,Mexico,"Publishing,printing and reproduction of recorded media (22)",-1.48%,-8.21%,-69392666,-66938502,-23979,-761495,-179466,-3276,-2487850,987701,14200,13.00%
2016,NEWS CORP,United States,"Publishing,printing and reproduction of recorded media (22)",-0.78%,-19.08%,-64302679,-44865939,-18000,-590888,-136380,-2621,-143832,-18564818,19797,3.00%
2016,JCDECAUX SA,France,"Publishing,printing and reproduction of recorded media (22)",-1.38%,-16.18%,-43163827,-42213967,-11185,-561667,-131387,-1901,-17015,-230400,3695,8.00%
2016,OMNICOM GROUP INCORPORATED,United States,"Publishing,printing and reproduction of recorded media (22)",-0.21%,-1.57%,-31626214,2604365,-13794,45446,14657,-1292,-267419,-34044985,36808,11.00%
2016,MEDIA PRIMA BHD,Malaysia,"Publishing,printing and reproduction of recorded media (22)",-5.53%,N/A,-15881822,-15542704,-4147,-202377,-47434,-699,-2489,-83174,1201,7.00%
2016,NOS SGPS SA,Portugal,"Publishing,printing and reproduction of recorded media (22)",-0.91%,-8.68%,-14515426,-14312269,-5272,-114162,-27115,-631,-10035,-46798,855,4.00%
2016,TELEVISION BROADCASTS LIMITED,Hong Kong,"Publishing,printing and reproduction of recorded media (22)",-1.56%,-20.43%,-8490948,-8309179,-2013,-111166,-25676,-353,-748,-42035,221,2.00%
2016,TELENET GROUP HOLDING NV,Belgium,"Publishing,printing and reproduction of recorded media (22)",-0.31%,-1.56%,-7981917,-7808374,-3174,-103221,-22417,-450,-8401,-39347,3468,19.00%
2016,PROMOTORA DE INFORMACIONES S.A. (PRISA),Spain,"Publishing,printing and reproduction of recorded media (22)",-0.41%,-5.03%,-5752769,-5309817,-2131,-56916,-13100,-280,-354276,-17992,1744,12.00%
2016,GEDI GRUPPO EDITORIALE SPA,Italy,"Publishing,printing and reproduction of recorded media (22)",-0.92%,-22.03%,-5655341,-5534689,-1612,-72240,-16955,-258,-1958,-28301,671,11.00%
2016,IPSOS SA,France,"Publishing,printing and reproduction of recorded media (22)",-0.22%,-2.41%,-4184026,-2497248,-1489,-33354,-7643,-190,-10198,-1636119,2215,15.00%
2016,MCH GROUP AG,Switzerland,"Publishing,printing and reproduction of recorded media (22)",-0.14%,-1.41%,-618013,-279123,-172,-3909,-877,-22,-450,-333728,267,5.00%
2016,HEIDELBERGCEMENT AG,Germany,Quarrying of sand and clay,-135.84%,-1701.40%,-21738376521,-21206520420,-5879904,-283834955,-66550648,-990607,-349813,-177038811,2788636,1.00%
2016,GRUPO ARGOS SA,Colombia,Quarrying of sand and clay,-390.37%,-2675.46%,-18218706446,-2525218047,-1125895,-27904743,-6692471,-921348,-2557747,-15654797725,511529,5.00%
2016,CHINA RESOURCES CEMENT HOLDINGS LTD,Hong Kong,Quarrying of sand and clay,-500.78%,-4213.89%,-16563620185,-16202748278,-4151803,-216951244,-50830937,-724892,-165355,-89373399,1325724,0.00%
2016,CEMEX SAB DE CV,Mexico,Quarrying of sand and clay,-108.27%,-772.37%,-13183841825,-12172150682,-3616751,-164350634,-38523907,-597496,-25887,-806934532,2358064,0.00%
2016,SOUTH32 LTD,Australia,Quarrying of sand and clay,-120.08%,-7669.31%,-9598734036,-9079053503,-2403132,-119513392,-28118137,-394024,-262170,-369298284,308605,0.00%
2016,RIO TINTO LIMITED,United Kingdom,Quarrying of sand and clay,-23.50%,-129.63%,-7936939900,-7410786814,-2846111,-93517860,-22129954,-386909,-31442475,-377650921,1821142,11.00%
2016,RIO TINTO PLC,United Kingdom,Quarrying of sand and clay,-22.33%,-123.17%,-7541916787,-7183498543,-2826263,-92285773,-21853671,-383221,-17378374,-225648581,1957640,6.00%
2016,SEMEN INDONESIA (PERSERO) TBK PT,Indonesia,Quarrying of sand and clay,-341.67%,-1789.96%,-6628058340,-6436095425,-1491805,-85571074,-20064673,-269442,-44197,-84559143,37419,0.00%
2016,GLENCORE PLC,Switzerland,Quarrying of sand and clay,-3.52%,-331.24%,-5389195528,-4927347334,-4252797,-49623938,-12854363,-328832,-177,-396753834,1965749,3.00%
2016,ANGLO AMERICAN PLC,United Kingdom,Quarrying of sand and clay,-21.42%,-140.01%,-4578356812,-4354123386,-1434675,-57086926,-13411702,-220130,-10997746,-142060232,977986,2.00%
2016,GRUPO MEXICO S.A.B DE C.V.,Mexico,Quarrying of sand and clay,-55.81%,-190.96%,-4561321204,-1887536548,-799270,-22779549,-5504261,-89165,-324056,-2644394952,106597,1.00%
2016,BHP GROUP LTD,Australia,Quarrying of sand and clay,-14.34%,-86.95%,-4158617507,-3159515102,-1531446,-43798762,-10221393,-215895,-1394392,-944124431,2183914,2.00%
2016,SHREE CEMENT LTD,India,Quarrying of sand and clay,-391.57%,-4988.79%,-4131944482,-4020037892,-942323,-48876766,-11308818,-163911,-3106896,-47478508,-29367,17.00%
2016,BHP GROUP PLC,Australia,Quarrying of sand and clay,-19.56%,-214.46%,-4115921658,-3118142727,-1526511,-43381304,-10153938,-214837,-690231,-944005837,2193726,1.00%
2016,MITSUBISHI MATERIALS CORPORATION,Japan,Quarrying of sand and clay,-27.33%,-550.19%,-3321299179,-3242922287,-901293,-43587057,-10217022,-152314,-30429,-23938561,449785,0.00%
2016,SOLUSI BANGUN INDONESIA TBK PT,Indonesia,Quarrying of sand and clay,-353.80%,-12829.46%,-2483938673,-2413059521,-562499,-32037008,-7514902,-100869,-15996,-30655055,7176,0.00%
2016,SUNGSHIN CEMENT COMPANY LIMITED,South Korea,Quarrying of sand and clay,-332.41%,-6476.82%,-1895090643,-1853984914,-424288,-24656777,-5780747,-77188,-2193,-10165085,549,0.00%
2016,CEMENTIR HOLDING S.P.A.,Italy,Quarrying of sand and clay,-172.27%,-2440.23%,-1867936093,-1742286038,-517933,-23403756,-5483020,-85793,-374,-96507452,348273,1.00%
2016,CEMEX LATAM HOLDING SA,Colombia,Quarrying of sand and clay,-104.16%,-402.79%,-1241311621,-1211576747,-341029,-15048898,-3535310,-256057,-653109,-9990534,90063,11.00%
2016,ASIA CEMENT CORP,Taiwan,Quarrying of sand and clay,-64.71%,-632.82%,-1218130569,-1177268776,-326475,-15840390,-3711950,-55412,-11255,-21083797,167486,0.00%
2016,TAIWAN CEMENT CORPORATION,Taiwan,Quarrying of sand and clay,-40.03%,-275.08%,-1107447905,-1074273236,-318200,-14563571,-3409702,-53243,-16540,-15038556,225144,0.00%
2016,ASIA CEMENT CO LTD,South Korea,Quarrying of sand and clay,-249.51%,-2005.03%,-944141457,-923662249,-211433,-12284001,-2879972,-38459,-1456,-5064252,364,0.00%
2016,INDUSTRIAS PENOLES S.A.B. DE CV,Mexico,Quarrying of sand and clay,-23.29%,-105.14%,-928336430,-908204311,-209132,-12071033,-2830342,-37881,-8475,-4976986,1730,0.00%
2016,SUMITOMO METAL MINING CO LTD,Japan,Quarrying of sand and clay,-12.59%,-180.37%,-923394433,-923237415,-242016,-12221345,-2871960,-40500,-18358,15190671,46490,0.00%
2016,TECK RESOURCES LIMITED,Canada,Quarrying of sand and clay,-12.41%,-97.45%,-860302576,-841884209,-230755,-10842764,-2555045,-36491,-249778,-4528354,24820,3.00%
2016,IMERYS SA,France,Quarrying of sand and clay,-18.58%,-141.33%,-816522955,-683917164,-210401,-9256109,-2166044,-34802,-37455,-121068895,167915,1.00%
2016,BORAL LIMITED,Australia,Quarrying of sand and clay,-24.16%,-493.16%,-754226722,-618783192,-187786,-8359773,-1954570,-30867,-102390,-124942399,134256,17.00%
2016,ADELAIDE BRIGHTON LIMITED,Australia,Quarrying of sand and clay,-73.86%,-459.17%,-746794686,-710867816,-178961,-9435314,-2213744,-30809,-33160,-24063684,28802,5.00%
2016,POSCO CHEMICAL CO LTD,South Korea,Quarrying of sand and clay,-76.77%,-1005.43%,-712463609,-693659537,-166932,-9253382,-2169115,-29811,-3570,-7205873,24611,0.00%
2016,WIENERBERGER AG,Austria,Quarrying of sand and clay,-20.88%,-467.15%,-655358370,-634924752,-145410,-8403271,-1968930,-26393,-5090,-9884110,-413,0.00%
2016,AFRICAN RAINBOW MINERALS LIMITED,South Africa,Quarrying of sand and clay,-82.75%,N/A,-528885509,-354826020,-81808,-4415172,-1035612,-14321,-2111210,-166390950,-10417,8.00%
2016,DOWA HOLDINGS COMPANY LIMITED,Japan,Quarrying of sand and clay,-14.24%,-165.12%,-496368904,-504602303,-119780,-6707068,-1572917,-21350,-8726,16654880,8359,2.00%
2016,ASSORE LIMITED,South Africa,Quarrying of sand and clay,-326.18%,N/A,-483419437,-371659506,-93347,-4856991,-1139983,-15879,-489553,-105173022,8843,3.00%
2016,MITSUI MINING & SMELTING CO LTD,Japan,Quarrying of sand and clay,-9.76%,-394.99%,-377103434,-368924231,-89226,-4902167,-1149812,-15740,-9669,-2021851,9263,3.00%
